quarters,name,region,number,min_salary,max_salary,avg_min_salary,avg_max_salary
3,Контролер качества рыбной продукции и технологического процесса,Ленинградская область,5,22800,45000
3,Контролер качества рыбной продукции и технологического процесса,Омская область,1,16800,16800
3,Контролер качества рыбной продукции и технологического процесса,Иркутская область,6,18500,34650
3,Контролер качества рыбной продукции и технологического процесса,Архангельская область,2,14000,21000
3,Контролер качества рыбной продукции и технологического процесса,Самарская область,6,15000,28700
3,Контролер качества рыбной продукции и технологического процесса,Ивановская область,29,11800,34500
3,Контролер качества рыбной продукции и технологического процесса,г. Москва,3,33000,33000
3,Контролер качества рыбной продукции и технологического процесса,Волгоградская область,10,12643,32250
3,Контролер качества рыбной продукции и технологического процесса,Тульская область,4,15000,27000
3,Контролер качества рыбной продукции и технологического процесса,Ульяновская область,1,15000,15000
3,Обработчик рыбы и морепродуктов,Республика Саха (Якутия),1,28000,42000
3,Обработчик рыбы и морепродуктов,Калининградская область,46,12500,60000
3,Обработчик рыбы и морепродуктов,Новосибирская область,18,14100,35000
3,Обработчик рыбы и морепродуктов,Свердловская область,1,12000,12000
3,Обработчик рыбы и морепродуктов,Магаданская область,2,30000,30000
3,Обработчик рыбы и морепродуктов,г. Севастополь,6,11280,25520
3,Обработчик рыбы и морепродуктов,Камчатский край,22,29328,60000
3,Обработчик рыбы и морепродуктов,Республика Башкортостан,2,24200,24200
3,Обработчик рыбы и морепродуктов,Ростовская область,10,11500,28000
3,Обработчик рыбы и морепродуктов,Калужская область,4,11514,40000
3,Обработчик рыбы и морепродуктов,Еврейская автономная область,2,18048,27072
3,Обработчик рыбы и морепродуктов,Ханты-Мансийский автономный округ - Югра,2,24816,24816
3,Обработчик рыбы и морепродуктов,Ямало-Ненецкий автономный округ,3,29000,40000
3,Обработчик рыбы и морепродуктов,Псковская область,25,11280,45000
3,Обработчик рыбы и морепродуктов,Чувашская Республика,2,20000,20000
3,Обработчик рыбы и морепродуктов,Нижегородская область,6,18500,27750
3,Обработчик рыбы и морепродуктов,Воронежская область,9,15000,32000
3,Обработчик рыбы и морепродуктов,Вологодская область,1,18000,25000
3,Обработчик рыбы и морепродуктов,Республика Татарстан,2,16000,16000
3,Обработчик рыбы и морепродуктов,Челябинская область,4,13000,21000
3,Обработчик рыбы и морепродуктов,Кемеровская область,9,15000,24000
3,Обработчик рыбы и морепродуктов,Смоленская область,4,12000,27000
3,Обработчик рыбы и морепродуктов,Владимирская область,11,11280,25000
3,Обработчик рыбы и морепродуктов,Костромская область,1,17500,26250
3,Обработчик рыбы и морепродуктов,Хабаровский край,21,22560,60000
3,Обработчик рыбы и морепродуктов,Республика Марий Эл,2,15000,22500
3,Обработчик рыбы и морепродуктов,Пензенская область,2,14000,21000
3,Обработчик рыбы и морепродуктов,Республика Бурятия,2,60000,60000
3,Обработчик рыбы и морепродуктов,Томская область,2,22560,22560
3,Обработчик рыбы и морепродуктов,Новгородская область,2,15000,20000
3,Обработчик рыбы и морепродуктов,Московская область,9,14200,58500
3,Обработчик рыбы и морепродуктов,Кировская область,5,12972,22500
3,Обработчик рыбы и морепродуктов,Тверская область,2,25000,37500
3,Обработчик рыбы и морепродуктов,Краснодарский край,6,11565,20000
3,Обработчик рыбы и морепродуктов,Приморский край,66,14664,80000
3,Обработчик рыбы и морепродуктов,Ленинградская область,9,12000,45000
3,Обработчик рыбы и морепродуктов,Омская область,2,18000,22000
3,Обработчик рыбы и морепродуктов,Иркутская область,6,14700,27000
3,Обработчик рыбы и морепродуктов,Архангельская область,2,19000,28500
3,Обработчик рыбы и морепродуктов,Самарская область,3,11500,18000
3,Обработчик рыбы и морепродуктов,Республика Крым,5,12000,45000
3,Обработчик рыбы и морепродуктов,Красноярский край,12,18048,52500
3,Обработчик рыбы и морепродуктов,Орловская область,8,11500,40000
3,Обработчик рыбы и морепродуктов,г. Москва,4,25000,40000
3,Обработчик рыбы и морепродуктов,Волгоградская область,7,14500,30000
3,Обработчик рыбы и морепродуктов,Алтайский край,9,12972,20000
3,Обработчик рыбы и морепродуктов,Астраханская область,27,11280,22500
3,Обработчик рыбы и морепродуктов,Республика Коми,2,20000,30000
3,Обработчик рыбы и морепродуктов,Республика Карелия,4,20000,37500
3,Обработчик рыбы и морепродуктов,Сахалинская область,43,18000,50000
3,Обработчик рыбы и морепродуктов,Ярославская область,2,11300,18000
3,Обработчик рыбы и морепродуктов,г. Санкт-Петербург,4,17000,28950
3,Обработчик рыбы и морепродуктов,Тульская область,4,16000,45450
3,Обработчик рыбы и морепродуктов,Амурская область,9,16920,30000
3,Обработчик рыбы и морепродуктов,Мурманская область,9,22000,30000
3,Обработчик рыбы и морепродуктов,Ульяновская область,1,15000,15000
3,Обработчик рыбы и морепродуктов,Липецкая область,2,20000,25000
quarters,name,region,number,min_salary,max_salary
4,Нагревальщик металла,Новосибирская область,5,14100,35000
4,Нагревальщик металла,Свердловская область,2,20000,60000
4,Нагревальщик металла,Республика Хакасия,1,33800,33800
4,Нагревальщик металла,Удмуртская Республика,1,55000,65000
4,Нагревальщик металла,Республика Башкортостан,4,18000,30000
4,Нагревальщик металла,Ростовская область,1,18000,27000
4,Нагревальщик металла,Калужская область,3,25000,82500
4,Нагревальщик металла,Ставропольский край,1,20000,30000
4,Нагревальщик металла,Псковская область,1,33000,49500
4,Нагревальщик металла,Рязанская область,3,12000,30000
4,Нагревальщик металла,Нижегородская область,4,20000,45000
4,Нагревальщик металла,Воронежская область,1,25000,28000
4,Нагревальщик металла,Республика Мордовия,2,24000,36000
4,Нагревальщик металла,Брянская область,3,20000,39000
4,Нагревальщик металла,Республика Татарстан,3,16000,43000
4,Нагревальщик металла,Челябинская область,6,20000,35000
4,Нагревальщик металла,Кемеровская область,2,25000,37500
4,Нагревальщик металла,Смоленская область,1,18000,27000
4,Нагревальщик металла,Владимирская область,1,17000,17000
4,Нагревальщик металла,Республика Бурятия,4,16920,16920
4,Нагревальщик металла,Московская область,1,40000,60000
4,Нагревальщик металла,Белгородская область,1,36000,39000
4,Нагревальщик металла,Пермский край,3,15000,35000
4,Нагревальщик металла,Омская область,2,16500,20000
4,Нагревальщик металла,Иркутская область,3,15300,30000
4,Нагревальщик металла,Архангельская область,1,20000,30000
4,Нагревальщик металла,Самарская область,1,20000,25000
4,Нагревальщик металла,Забайкальский край,4,45405,68107
4,Нагревальщик металла,Ивановская область,2,15000,37500
4,Нагревальщик металла,Красноярский край,1,25000,37500
4,Нагревальщик металла,Курганская область,1,28000,42000
4,Нагревальщик металла,Волгоградская область,2,30000,45000
4,Нагревальщик металла,Астраханская область,1,12000,12000
4,Нагревальщик металла,Сахалинская область,1,28000,28000
4,Нагревальщик металла,г. Санкт-Петербург,2,45000,70500
4,Нагревальщик металла,Ульяновская область,1,20000,25000
4,Оператор поста управления стана горячей прокатки,Ростовская область,2,12000,18000
4,Оператор поста управления стана горячей прокатки,Рязанская область,1,25000,37500
4,Оператор поста управления стана горячей прокатки,Томская область,1,20000,20000
4,Оператор поста управления стана горячей прокатки,Орловская область,1,,
4,Оператор поста управления стана горячей прокатки,г. Москва,1,40000,110000
4,Оператор поста управления стана горячей прокатки,Курская область,1,25000,30000
4,Грануляторщик доменного шлака,Забайкальский край,2,25000,25000
4,Правильщик проката и труб,Калининградская область,1,30000,45000
4,Правильщик проката и труб,Удмуртская Республика,1,23000,27000
4,Правильщик проката и труб,Камчатский край,1,30000,30000
4,Правильщик проката и труб,Калужская область,2,23000,34500
4,Правильщик проката и труб,Ямало-Ненецкий автономный округ,1,60000,60000
4,Правильщик проката и труб,Ставропольский край,1,35000,52500
4,Правильщик проката и труб,Рязанская область,1,12500,18750
4,Правильщик проката и труб,Нижегородская область,1,11280,11280
4,Правильщик проката и труб,Республика Татарстан,3,12000,40000
4,Правильщик проката и труб,Челябинская область,6,18000,44281
4,Правильщик проката и труб,Московская область,1,40000,60000
4,Правильщик проката и труб,Тверская область,1,37800,37800
4,Правильщик проката и труб,Ленинградская область,1,30000,45000
4,Правильщик проката и труб,Ивановская область,1,20000,25000
4,Правильщик проката и труб,Республика Крым,1,19000,28500
4,Правильщик проката и труб,Курганская область,1,27000,40500
4,Правильщик проката и труб,г. Москва,1,36000,41000
4,Правильщик проката и труб,Волгоградская область,2,20000,30000
4,Правильщик проката и труб,Ярославская область,1,25000,37500
4,Правильщик проката и труб,г. Санкт-Петербург,2,35000,67500
4,Правильщик проката и труб,Липецкая область,1,22000,22000
4,Кузнец-штамповщик,Республика Саха (Якутия),3,31998,75000
4,Кузнец-штамповщик,Калининградская область,3,12500,37500
4,Кузнец-штамповщик,Новосибирская область,6,14100,35000
4,Кузнец-штамповщик,Свердловская область,14,12972,82500
4,Кузнец-штамповщик,Магаданская область,1,50000,50000
4,Кузнец-штамповщик,Удмуртская Республика,2,15600,25000
4,Кузнец-штамповщик,Камчатский край,1,50000,50000
4,Кузнец-штамповщик,Саратовская область,4,25000,52500
4,Кузнец-штамповщик,Республика Башкортостан,3,25000,50000
4,Кузнец-штамповщик,Ростовская область,3,20000,25000
4,Кузнец-штамповщик,Калужская область,2,15000,25000
4,Кузнец-штамповщик,Ставропольский край,2,14000,25000
4,Кузнец-штамповщик,Рязанская область,3,11280,45000
4,Кузнец-штамповщик,Нижегородская область,10,11280,60000
4,Кузнец-штамповщик,Воронежская область,1,30000,35000
4,Кузнец-штамповщик,Республика Мордовия,3,28000,42000
4,Кузнец-штамповщик,Вологодская область,2,18000,25000
4,Кузнец-штамповщик,Брянская область,1,12000,18000
4,Кузнец-штамповщик,Оренбургская область,1,26660,39990
4,Кузнец-штамповщик,Республика Адыгея,1,20000,20000
4,Кузнец-штамповщик,Республика Татарстан,3,17000,50000
4,Кузнец-штамповщик,Челябинская область,8,12972,32000
4,Кузнец-штамповщик,Кемеровская область,15,10500,66000
4,Кузнец-штамповщик,Смоленская область,1,15000,15000
4,Кузнец-штамповщик,Владимирская область,4,11280,44000
4,Кузнец-штамповщик,Костромская область,1,14872,22308
4,Кузнец-штамповщик,Хабаровский край,1,34100,34111
4,Кузнец-штамповщик,Пензенская область,1,22000,22000
4,Кузнец-штамповщик,Республика Бурятия,1,55000,55000
4,Кузнец-штамповщик,Томская область,1,30000,30000
4,Кузнец-штамповщик,Новгородская область,1,24000,36000
4,Кузнец-штамповщик,Московская область,7,25000,52500
4,Кузнец-штамповщик,Кировская область,1,15000,15000
4,Кузнец-штамповщик,Пермский край,11,11280,32000
4,Кузнец-штамповщик,Краснодарский край,3,12030,30000
4,Кузнец-штамповщик,Приморский край,4,16920,37500
4,Кузнец-штамповщик,Ленинградская область,1,15000,22500
4,Кузнец-штамповщик,Омская область,3,12972,50000
4,Кузнец-штамповщик,Иркутская область,6,15000,39000
4,Кузнец-штамповщик,Архангельская область,1,15000,16000
4,Кузнец-штамповщик,Забайкальский край,7,21000,68107
4,Кузнец-штамповщик,Ивановская область,1,25000,25000
4,Кузнец-штамповщик,Республика Крым,5,30000,97500
4,Кузнец-штамповщик,Красноярский край,5,18048,45000
4,Кузнец-штамповщик,Орловская область,1,5640,8460
4,Кузнец-штамповщик,г. Москва,5,100000,97500
4,Кузнец-штамповщик,Волгоградская область,3,13400,37500
4,Кузнец-штамповщик,Алтайский край,7,14950,40000
4,Кузнец-штамповщик,Астраханская область,1,11280,16920
4,Кузнец-штамповщик,Республика Коми,2,27072,45000
4,Кузнец-штамповщик,Республика Карелия,1,25000,37500
4,Кузнец-штамповщик,Тюменская область,3,13043,50000
4,Кузнец-штамповщик,Ярославская область,1,15000,22500
4,Кузнец-штамповщик,г. Санкт-Петербург,5,20000,79500
4,Кузнец-штамповщик,Тульская область,1,20000,25000
4,Кузнец-штамповщик,Амурская область,1,15000,22500
4,Кузнец-штамповщик,Ульяновская область,2,20000,20000
4,Кузнец-штамповщик,Липецкая область,3,26000,39000
4,Печевой на обжиговых печах,Республика Саха (Якутия),1,102000,153000
4,Печевой на обжиговых печах,Саратовская область,1,20000,20000
4,Печевой на обжиговых печах,Нижегородская область,1,25000,25000
4,Печевой на обжиговых печах,Челябинская область,1,16000,18000
4,Печевой на обжиговых печах,Иркутская область,1,16100,24150
4,Вальцовщик стана холодной прокатки,Ставропольский край,1,23000,70000
4,Вальцовщик стана холодной прокатки,Челябинская область,1,12972,16000
4,Вальцовщик стана холодной прокатки,Иркутская область,2,15300,24150
4,Вальцовщик стана холодной прокатки,Красноярский край,1,27000,27000
4,Вальцовщик стана холодной прокатки,г. Москва,2,50000,50000
4,Вальцовщик стана холодной прокатки,Тульская область,3,40000,68000
4,Резчик горячего металла,Калининградская область,3,12500,45000
4,Резчик горячего металла,Новосибирская область,1,40000,40000
4,Резчик горячего металла,Свердловская область,2,20000,82500
4,Резчик горячего металла,Удмуртская Республика,2,17000,20000
4,Резчик горячего металла,Саратовская область,5,11500,17000
4,Резчик горячего металла,Ростовская область,1,21000,21000
4,Резчик горячего металла,Ставропольский край,2,20000,30000
4,Резчик горячего металла,Республика Мордовия,1,24000,36000
4,Резчик горячего металла,Республика Татарстан,1,20000,30000
4,Резчик горячего металла,Челябинская область,1,35000,35000
4,Резчик горячего металла,Кемеровская область,1,27400,41100
4,Резчик горячего металла,Владимирская область,1,20000,20000
4,Резчик горячего металла,Московская область,2,30000,50000
4,Резчик горячего металла,Белгородская область,2,34000,51000
4,Резчик горячего металла,Тверская область,2,16000,25000
4,Резчик горячего металла,Краснодарский край,2,20000,30000
4,Резчик горячего металла,Иркутская область,1,20000,30000
4,Резчик горячего металла,Самарская область,1,14000,17000
4,Резчик горячего металла,Красноярский край,1,60000,90000
4,Резчик горячего металла,Республика Коми,1,40000,60000
4,Резчик горячего металла,Мурманская область,1,40000,40000
4,Прокатчик цветных металлов,Вологодская область,1,20000,40000
4,Прокатчик цветных металлов,Забайкальский край,4,40000,68107
4,Прокатчик цветных металлов,Красноярский край,3,28000,42000
4,Прокатчик цветных металлов,Курганская область,1,15000,22500
4,Прокатчик цветных металлов,г. Санкт-Петербург,1,31400,47100
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Новосибирская область,1,25000,35000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Свердловская область,2,17250,25875
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Удмуртская Республика,2,23000,45000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ростовская область,1,22000,22000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ханты-Мансийский автономный округ - Югра,1,32500,80000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ямало-Ненецкий автономный округ,1,32922,38725
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ставропольский край,2,22500,52500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Псковская область,1,28000,42000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Рязанская область,1,20000,30000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Нижегородская область,1,25000,25000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Республика Татарстан,3,17000,52500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Кемеровская область,2,30000,75000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Костромская область,1,30000,45000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Пензенская область,3,20000,37500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Томская область,1,30000,30000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Московская область,3,14200,35000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Тверская область,1,15000,15000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Краснодарский край,3,15180,36000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Приморский край,2,17000,55500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ленинградская область,1,25000,37500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Омская область,1,17000,17000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Архангельская область,1,25000,37500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Самарская область,6,15500,52500
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Забайкальский край,1,20000,25000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Курганская область,2,20000,30000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,г. Москва,2,42000,90000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Алтайский край,1,20000,20000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Тюменская область,1,30000,30000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Ярославская область,1,30000,45000
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Тульская область,1,27500,41250
4,Специалист по обеспечению металлургического производства кислородом и инертными газами,Липецкая область,1,20000,25100
4,Работник по нанесению износостойких покрытий на металлические изделия,Калининградская область,3,20000,52500
4,Работник по нанесению износостойких покрытий на металлические изделия,Новосибирская область,1,21000,21000
4,Работник по нанесению износостойких покрытий на металлические изделия,Свердловская область,1,20000,30000
4,Работник по нанесению износостойких покрытий на металлические изделия,Магаданская область,1,35000,52500
4,Работник по нанесению износостойких покрытий на металлические изделия,Удмуртская Республика,5,15500,35000
4,Работник по нанесению износостойких покрытий на металлические изделия,Республика Башкортостан,1,12972,12972
4,Работник по нанесению износостойких покрытий на металлические изделия,Ростовская область,2,16177,30000
4,Работник по нанесению износостойких покрытий на металлические изделия,Ямало-Ненецкий автономный округ,1,28200,35000
4,Работник по нанесению износостойких покрытий на металлические изделия,Рязанская область,1,12500,14000
4,Работник по нанесению износостойких покрытий на металлические изделия,Нижегородская область,2,28000,42000
4,Работник по нанесению износостойких покрытий на металлические изделия,Вологодская область,1,,
4,Работник по нанесению износостойких покрытий на металлические изделия,Оренбургская область,2,15000,22500
4,Работник по нанесению износостойких покрытий на металлические изделия,Республика Татарстан,5,12000,30000
4,Работник по нанесению износостойких покрытий на металлические изделия,Кемеровская область,4,15000,37500
4,Работник по нанесению износостойких покрытий на металлические изделия,Смоленская область,1,14290,21435
4,Работник по нанесению износостойких покрытий на металлические изделия,Владимирская область,1,18000,20000
4,Работник по нанесению износостойких покрытий на металлические изделия,Республика Марий Эл,1,11600,17400
4,Работник по нанесению износостойких покрытий на металлические изделия,Томская область,1,31000,31000
4,Работник по нанесению износостойких покрытий на металлические изделия,Московская область,1,30000,45000
4,Работник по нанесению износостойких покрытий на металлические изделия,Кировская область,2,15000,22500
4,Работник по нанесению износостойких покрытий на металлические изделия,Приморский край,6,20000,80000
4,Работник по нанесению износостойких покрытий на металлические изделия,Ленинградская область,1,25000,37500
4,Работник по нанесению износостойких покрытий на металлические изделия,Омская область,3,17900,52500
4,Работник по нанесению износостойких покрытий на металлические изделия,Иркутская область,2,20000,45000
4,Работник по нанесению износостойких покрытий на металлические изделия,Забайкальский край,1,25000,37500
4,Работник по нанесению износостойких покрытий на металлические изделия,Ивановская область,2,12400,45000
4,Работник по нанесению износостойких покрытий на металлические изделия,Республика Крым,1,18270,27405
4,Работник по нанесению износостойких покрытий на металлические изделия,Красноярский край,10,25000,60000
4,Работник по нанесению износостойких покрытий на металлические изделия,г. Москва,3,20195,40000
4,Работник по нанесению износостойких покрытий на металлические изделия,Волгоградская область,2,16000,82500
4,Работник по нанесению износостойких покрытий на металлические изделия,Алтайский край,1,25000,25000
4,Работник по нанесению износостойких покрытий на металлические изделия,Тюменская область,1,20000,25000
4,Работник по нанесению износостойких покрытий на металлические изделия,Сахалинская область,3,35000,70000
4,Работник по нанесению износостойких покрытий на металлические изделия,Ярославская область,2,19000,28500
4,Работник по нанесению износостойких покрытий на металлические изделия,г. Санкт-Петербург,1,37000,74000
4,Работник по нанесению износостойких покрытий на металлические изделия,Ульяновская область,1,23000,35000
4,Контролер продукции цветной металлургии,Новосибирская область,1,19000,21000
4,Контролер продукции цветной металлургии,Свердловская область,2,16000,26000
4,Контролер продукции цветной металлургии,Ростовская область,1,30000,30000
4,Контролер продукции цветной металлургии,Ленинградская область,2,18000,23000
4,Контролер продукции цветной металлургии,Забайкальский край,2,25000,25000
4,Контролер продукции цветной металлургии,Красноярский край,1,30067,30067
4,Отжигальщик цветных металлов,Новосибирская область,1,30000,40000
4,Отжигальщик цветных металлов,Свердловская область,2,25000,60000
4,Отжигальщик цветных металлов,Удмуртская Республика,2,50000,82500
4,Отжигальщик цветных металлов,Саратовская область,6,19500,90000
4,Отжигальщик цветных металлов,Республика Башкортостан,1,34000,34000
4,Отжигальщик цветных металлов,Ростовская область,1,43000,64500
4,Отжигальщик цветных металлов,Калужская область,3,45000,82500
4,Отжигальщик цветных металлов,Карачаево-Черкесская Республика,1,11960,17940
4,Отжигальщик цветных металлов,Ханты-Мансийский автономный округ - Югра,2,65033,85040
4,Отжигальщик цветных металлов,Ставропольский край,1,20000,30000
4,Отжигальщик цветных металлов,Чувашская Республика,2,26000,90000
4,Отжигальщик цветных металлов,Нижегородская область,3,28600,90000
4,Отжигальщик цветных металлов,Брянская область,10,20000,50000
4,Отжигальщик цветных металлов,Республика Татарстан,4,20000,90000
4,Отжигальщик цветных металлов,Челябинская область,3,20000,25000
4,Отжигальщик цветных металлов,Кемеровская область,1,25000,37500
4,Отжигальщик цветных металлов,Владимирская область,1,52000,56000
4,Отжигальщик цветных металлов,Пензенская область,1,60000,90000
4,Отжигальщик цветных металлов,Московская область,1,30000,45000
4,Отжигальщик цветных металлов,Пермский край,4,15000,40000
4,Отжигальщик цветных металлов,Кабардино-Балкарская Республика,1,20000,30000
4,Отжигальщик цветных металлов,Омская область,1,27000,40500
4,Отжигальщик цветных металлов,Иркутская область,2,30000,74250
4,Отжигальщик цветных металлов,Самарская область,2,25000,90000
4,Отжигальщик цветных металлов,Ивановская область,1,30000,45000
4,Отжигальщик цветных металлов,Красноярский край,1,100000,150000
4,Отжигальщик цветных металлов,г. Москва,3,60000,91500
4,Отжигальщик цветных металлов,Алтайский край,2,24600,24600
4,Отжигальщик цветных металлов,Тамбовская область,1,17000,25500
4,Отжигальщик цветных металлов,Республика Карелия,1,20000,25000
4,Отжигальщик цветных металлов,Ярославская область,2,15000,40000
4,Отжигальщик цветных металлов,г. Санкт-Петербург,1,,
4,Отжигальщик цветных металлов,Ульяновская область,1,60000,90000
4,Отжигальщик цветных металлов,Липецкая область,1,60000,90000
4,Литейщик цветных металлов и сплавов,Калининградская область,1,62000,65000
4,Литейщик цветных металлов и сплавов,Новосибирская область,2,18000,25000
4,Литейщик цветных металлов и сплавов,Свердловская область,4,33000,52500
4,Литейщик цветных металлов и сплавов,Саратовская область,1,19500,29250
4,Литейщик цветных металлов и сплавов,Республика Башкортостан,1,30000,30000
4,Литейщик цветных металлов и сплавов,Ростовская область,3,15000,40000
4,Литейщик цветных металлов и сплавов,Калужская область,1,26600,39900
4,Литейщик цветных металлов и сплавов,Ставропольский край,1,15000,22500
4,Литейщик цветных металлов и сплавов,Чувашская Республика,2,29000,43500
4,Литейщик цветных металлов и сплавов,Нижегородская область,9,11280,40815
4,Литейщик цветных металлов и сплавов,Республика Мордовия,1,15000,18000
4,Литейщик цветных металлов и сплавов,Республика Адыгея,2,20000,25000
4,Литейщик цветных металлов и сплавов,Челябинская область,2,18000,40000
4,Литейщик цветных металлов и сплавов,Кемеровская область,1,25000,42000
4,Литейщик цветных металлов и сплавов,Владимирская область,1,18000,27000
4,Литейщик цветных металлов и сплавов,Костромская область,1,20000,40000
4,Литейщик цветных металлов и сплавов,Московская область,1,27500,35200
4,Литейщик цветных металлов и сплавов,Белгородская область,1,20000,30000
4,Литейщик цветных металлов и сплавов,Кировская область,2,12000,19458
4,Литейщик цветных металлов и сплавов,Тверская область,1,78000,117000
4,Литейщик цветных металлов и сплавов,Ленинградская область,1,24850,28000
4,Литейщик цветных металлов и сплавов,Омская область,1,25000,37500
4,Литейщик цветных металлов и сплавов,Иркутская область,3,25000,69750
4,Литейщик цветных металлов и сплавов,Самарская область,2,11280,30000
4,Литейщик цветных металлов и сплавов,Забайкальский край,1,40000,60000
4,Литейщик цветных металлов и сплавов,Красноярский край,5,18500,55999
4,Литейщик цветных металлов и сплавов,Курганская область,1,20000,25000
4,Литейщик цветных металлов и сплавов,г. Москва,1,35000,45000
