quarters,name,region,number,min_salary,max_salary,avg_min_salary,avg_max_salary
2,Термист проката и труб,Челябинская область,2,34000,34000
2,Термист проката и труб,Республика Марий Эл,1,14000,14000
2,Термист проката и труб,Иркутская область,4,15300,24150
2,Специалист по кислородно-конвертерному производству стали,Свердловская область,2,18000,18000
2,Специалист по кислородно-конвертерному производству стали,Камчатский край,7,30000,40000
2,Специалист по кислородно-конвертерному производству стали,Республика Башкортостан,8,13000,30000
2,Специалист по кислородно-конвертерному производству стали,Еврейская автономная область,3,20000,52500
2,Специалист по кислородно-конвертерному производству стали,Ханты-Мансийский автономный округ - Югра,2,25000,32000
2,Специалист по кислородно-конвертерному производству стали,Нижегородская область,1,15000,22500
2,Специалист по кислородно-конвертерному производству стали,Республика Татарстан,3,11280,16920
2,Специалист по кислородно-конвертерному производству стали,Челябинская область,2,23000,23000
2,Специалист по кислородно-конвертерному производству стали,Хабаровский край,1,25000,30000
2,Специалист по кислородно-конвертерному производству стали,Пензенская область,1,13300,13300
2,Специалист по кислородно-конвертерному производству стали,Московская область,5,18000,60000
2,Специалист по кислородно-конвертерному производству стали,Пермский край,4,11280,40000
2,Специалист по кислородно-конвертерному производству стали,Краснодарский край,8,20000,45000
2,Специалист по кислородно-конвертерному производству стали,Приморский край,25,18000,37500
2,Специалист по кислородно-конвертерному производству стали,Омская область,4,22725,25000
2,Специалист по кислородно-конвертерному производству стали,Иркутская область,3,30000,60000
2,Специалист по кислородно-конвертерному производству стали,Архангельская область,7,23000,50000
2,Специалист по кислородно-конвертерному производству стали,Самарская область,2,18500,18500
2,Специалист по кислородно-конвертерному производству стали,Республика Крым,1,22000,33000
2,Специалист по кислородно-конвертерному производству стали,Красноярский край,2,27000,27000
2,Специалист по кислородно-конвертерному производству стали,г. Москва,22,30000,80000
2,Специалист по кислородно-конвертерному производству стали,Республика Коми,2,25944,38916
2,Специалист по кислородно-конвертерному производству стали,г. Санкт-Петербург,4,30000,48000
2,Оператор поста управления стана холодной прокатки,Челябинская область,2,30000,30000
2,Оператор поста управления стана холодной прокатки,Смоленская область,3,17000,25500
2,Оператор поста управления стана холодной прокатки,Хабаровский край,1,29800,36100
2,Оператор поста управления стана холодной прокатки,Забайкальский край,1,50000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Новосибирская область,5,14100,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Свердловская область,5,15000,22500
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Республика Хакасия,4,70000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Удмуртская Республика,2,25000,25000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Ростовская область,4,14000,30000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Еврейская автономная область,4,20000,60000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Ханты-Мансийский автономный округ - Югра,6,25000,90000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Ямало-Ненецкий автономный округ,1,40000,45000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Ставропольский край,6,12000,50000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Нижегородская область,2,30000,45000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Оренбургская область,1,47112,70668
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Челябинская область,7,32000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Кемеровская область,4,30000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Томская область,1,70000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Московская область,12,20000,97500
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Белгородская область,3,11280,22500
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Тверская область,4,28000,45000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Пермский край,4,25000,40000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Приморский край,12,18000,33000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Ленинградская область,2,40000,45000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Республика Северная Осетия-Алания,196,25000,25000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Иркутская область,6,35000,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Самарская область,6,18000,33000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Забайкальский край,7,19585,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Красноярский край,5,24500,75000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,г. Москва,6,30000,80000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Волгоградская область,2,20000,30000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Алтайский край,1,35000,52500
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Тюменская область,2,25000,30000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Сахалинская область,10,25000,25000
2,Специалист по техническому обслуживанию и ремонтам в металлургическом производстве,Амурская область,6,40000,60000
2,Конвертерщик,Новосибирская область,1,17872,17872
2,Конвертерщик,Камчатский край,2,72900,72900
2,Конвертерщик,Республика Башкортостан,3,18000,20000
2,Конвертерщик,Вологодская область,3,28000,28000
2,Конвертерщик,Челябинская область,2,13000,30000
2,Конвертерщик,Кемеровская область,3,20000,30000
2,Конвертерщик,Смоленская область,1,20000,20000
2,Конвертерщик,Республика Бурятия,2,35000,35000
2,Конвертерщик,Московская область,4,24000,41250
2,Конвертерщик,Белгородская область,2,25000,37500
2,Конвертерщик,Забайкальский край,3,25000,37500
2,Конвертерщик,Республика Крым,6,13471,26400
2,Конвертерщик,Красноярский край,5,25390,75058
2,Конвертерщик,г. Москва,1,40000,40000
2,Конвертерщик,Алтайский край,1,20000,20000
2,Конвертерщик,г. Санкт-Петербург,1,38000,57000
2,Конвертерщик,Амурская область,2,35000,35000
2,Электролизник водных растворов,Новосибирская область,3,18500,20000
2,Электролизник водных растворов,Иркутская область,1,75000,112500
2,Электролизник водных растворов,Забайкальский край,4,30000,45000
2,Электролизник водных растворов,Республика Крым,2,12000,18000
2,Шихтовщик,Республика Саха (Якутия),7,25000,82500
2,Шихтовщик,Калининградская область,4,25000,45000
2,Шихтовщик,Новосибирская область,7,17000,70000
2,Шихтовщик,Свердловская область,54,11962,48600
2,Шихтовщик,Удмуртская Республика,41,100000,96000
2,Шихтовщик,г. Севастополь,6,15000,43050
2,Шихтовщик,Ростовская область,58,11280,45000
2,Шихтовщик,Калужская область,7,15000,40000
2,Шихтовщик,Карачаево-Черкесская Республика,3,70000,79500
2,Шихтовщик,Ханты-Мансийский автономный округ - Югра,47,24816,88500
2,Шихтовщик,Ямало-Ненецкий автономный округ,12,120000,70000
2,Шихтовщик,Ставропольский край,11,12000,35000
2,Шихтовщик,Псковская область,2,21200,21200
2,Шихтовщик,Чувашская Республика,22,20000,60000
2,Шихтовщик,Нижегородская область,6,25000,55500
2,Шихтовщик,Вологодская область,16,15000,70000
2,Шихтовщик,Брянская область,1,17000,25500
2,Шихтовщик,Оренбургская область,22,13000,60000
2,Шихтовщик,Республика Адыгея,1,20000,20000
2,Шихтовщик,Республика Татарстан,18,20000,90000
2,Шихтовщик,Челябинская область,1,64000,96000
2,Шихтовщик,Кемеровская область,86,13000,90000
2,Шихтовщик,Смоленская область,3,12000,20000
2,Шихтовщик,Владимирская область,18,17000,48000
2,Шихтовщик,Костромская область,7,25000,6000
2,Шихтовщик,Хабаровский край,32,18000,86000
2,Шихтовщик,Республика Марий Эл,16,20000,45000
2,Шихтовщик,Пензенская область,18,12000,80000
2,Шихтовщик,Республика Бурятия,4,70000,70000
2,Шихтовщик,Томская область,14,100000,80000
2,Шихтовщик,Новгородская область,5,22000,40000
2,Шихтовщик,Московская область,4,40000,60000
2,Шихтовщик,Белгородская область,20,20000,75000
2,Шихтовщик,Кировская область,26,15000,80000
2,Шихтовщик,Тверская область,17,14000,52500
2,Шихтовщик,Пермский край,6,40000,70000
2,Шихтовщик,Краснодарский край,33,11280,65000
2,Шихтовщик,Приморский край,11,16931,30750
2,Шихтовщик,Ленинградская область,18,25000,60000
2,Шихтовщик,Ненецкий автономный округ,4,70000,105000
2,Шихтовщик,Омская область,10,15000,33000
2,Шихтовщик,Иркутская область,41,15000,90000
2,Шихтовщик,Архангельская область,3,25000,70000
2,Шихтовщик,Самарская область,43,11280,88500
2,Шихтовщик,Забайкальский край,35,17072,81537
2,Шихтовщик,Ивановская область,4,18692,37500
2,Шихтовщик,Красноярский край,58,101807,75000
2,Шихтовщик,Курганская область,7,13754,30000
2,Шихтовщик,Орловская область,5,11280,70000
2,Шихтовщик,г. Москва,45,18781,80000
2,Шихтовщик,Волгоградская область,44,15000,82500
2,Шихтовщик,Алтайский край,4,12972,37000
2,Шихтовщик,Астраханская область,8,11280,70000
2,Шихтовщик,Республика Коми,32,18593,97500
2,Шихтовщик,Республика Карелия,1,20100,30150
2,Шихтовщик,Тюменская область,13,17250,50000
2,Шихтовщик,Сахалинская область,23,24000,70000
2,Шихтовщик,Ярославская область,16,11280,82500
2,Шихтовщик,г. Санкт-Петербург,11,35000,57000
2,Шихтовщик,Чукотский автономный округ,1,50000,75000
2,Шихтовщик,Курская область,7,25000,45000
2,Шихтовщик,Тульская область,30,13520,57000
2,Шихтовщик,Мурманская область,10,30000,60000
2,Шихтовщик,Ульяновская область,24,13000,55000
2,Шихтовщик,Липецкая область,3,15000,28050
2,Плавильщик металла и сплавов,Свердловская область,1,33500,50250
2,Плавильщик металла и сплавов,Самарская область,2,25000,25000
2,Оператор машины непрерывного литья заготовок,Ставропольский край,2,28000,70000
2,Оператор машины непрерывного литья заготовок,Смоленская область,2,18000,27000
2,Оператор машины непрерывного литья заготовок,Пензенская область,1,35000,50000
2,Оператор машины непрерывного литья заготовок,Московская область,2,28000,28000
2,Оператор машины непрерывного литья заготовок,Иркутская область,1,22000,33000
2,Оператор машины непрерывного литья заготовок,Красноярский край,2,18000,18000
2,Специалист по газовому хозяйству металлургического производства,Республика Саха (Якутия),5,130000,195000
2,Специалист по газовому хозяйству металлургического производства,Калининградская область,6,12000,45000
2,Специалист по газовому хозяйству металлургического производства,Новосибирская область,3,25000,50000
2,Специалист по газовому хозяйству металлургического производства,Свердловская область,15,13600,67500
2,Специалист по газовому хозяйству металлургического производства,г. Севастополь,1,21700,32550
2,Специалист по газовому хозяйству металлургического производства,Саратовская область,2,32000,32000
2,Специалист по газовому хозяйству металлургического производства,Республика Башкортостан,8,30000,99000
2,Специалист по газовому хозяйству металлургического производства,Ростовская область,18,13000,50000
2,Специалист по газовому хозяйству металлургического производства,Калужская область,4,30000,52500
2,Специалист по газовому хозяйству металлургического производства,Еврейская автономная область,13,18048,37500
2,Специалист по газовому хозяйству металлургического производства,Ханты-Мансийский автономный округ - Югра,6,140000,97500
2,Специалист по газовому хозяйству металлургического производства,Ставропольский край,24,17250,75000
2,Специалист по газовому хозяйству металлургического производства,Псковская область,5,40000,60000
2,Специалист по газовому хозяйству металлургического производства,Нижегородская область,12,11280,55000
2,Специалист по газовому хозяйству металлургического производства,Воронежская область,4,15000,28735
2,Специалист по газовому хозяйству металлургического производства,Республика Мордовия,2,40000,60000
2,Специалист по газовому хозяйству металлургического производства,Вологодская область,1,40000,50000
2,Специалист по газовому хозяйству металлургического производства,Брянская область,12,18700,32550
2,Специалист по газовому хозяйству металлургического производства,Оренбургская область,3,69009,103513
2,Специалист по газовому хозяйству металлургического производства,Республика Адыгея,2,31000,31000
2,Специалист по газовому хозяйству металлургического производства,Челябинская область,4,13000,50000
2,Специалист по газовому хозяйству металлургического производства,Кемеровская область,13,146380,45000
2,Специалист по газовому хозяйству металлургического производства,Смоленская область,2,20000,37500
2,Специалист по газовому хозяйству металлургического производства,Владимирская область,5,25000,52500
2,Специалист по газовому хозяйству металлургического производства,Хабаровский край,10,27000,42000
2,Специалист по газовому хозяйству металлургического производства,Республика Марий Эл,7,25000,97500
2,Специалист по газовому хозяйству металлургического производства,Томская область,12,14664,25000
2,Специалист по газовому хозяйству металлургического производства,Новгородская область,4,120000,60000
2,Специалист по газовому хозяйству металлургического производства,Московская область,14,100000,90000
2,Специалист по газовому хозяйству металлургического производства,Белгородская область,6,20000,52500
2,Специалист по газовому хозяйству металлургического производства,Кировская область,8,15000,60000
2,Специалист по газовому хозяйству металлургического производства,Тверская область,2,11280,16920
2,Специалист по газовому хозяйству металлургического производства,Краснодарский край,18,15865,75000
2,Специалист по газовому хозяйству металлургического производства,Приморский край,74,18000,75000
2,Специалист по газовому хозяйству металлургического производства,Ленинградская область,13,32000,90000
2,Специалист по газовому хозяйству металлургического производства,Омская область,12,14500,50000
2,Специалист по газовому хозяйству металлургического производства,Архангельская область,3,25000,37500
2,Специалист по газовому хозяйству металлургического производства,Самарская область,2,20000,20000
2,Специалист по газовому хозяйству металлургического производства,Забайкальский край,8,20000,30000
2,Специалист по газовому хозяйству металлургического производства,Ивановская область,5,27000,40500
2,Специалист по газовому хозяйству металлургического производства,Республика Крым,4,17000,52500
2,Специалист по газовому хозяйству металлургического производства,Красноярский край,10,20800,90000
2,Специалист по газовому хозяйству металлургического производства,Республика Алтай,4,22726,34089
2,Специалист по газовому хозяйству металлургического производства,Курганская область,2,17570,17570
2,Специалист по газовому хозяйству металлургического производства,г. Москва,9,15000,80000
2,Специалист по газовому хозяйству металлургического производства,Волгоградская область,9,16000,75000
2,Специалист по газовому хозяйству металлургического производства,Алтайский край,10,18000,50000
2,Специалист по газовому хозяйству металлургического производства,Тамбовская область,1,40000,40000
2,Специалист по газовому хозяйству металлургического производства,Республика Коми,2,50000,75000
2,Специалист по газовому хозяйству металлургического производства,Республика Карелия,1,25000,37500
2,Специалист по газовому хозяйству металлургического производства,Тюменская область,11,15000,60000
2,Специалист по газовому хозяйству металлургического производства,Сахалинская область,5,23688,66000
2,Специалист по газовому хозяйству металлургического производства,Ярославская область,1,25000,37500
2,Специалист по газовому хозяйству металлургического производства,г. Санкт-Петербург,12,30000,65000
2,Специалист по газовому хозяйству металлургического производства,Курская область,2,25000,37500
2,Специалист по газовому хозяйству металлургического производства,Тульская область,9,25000,37500
2,Специалист по газовому хозяйству металлургического производства,Амурская область,2,40000,60000
2,Специалист по газовому хозяйству металлургического производства,Мурманская область,3,25000,25000
2,Специалист по газовому хозяйству металлургического производства,Ульяновская область,11,11300,55000
2,Специалист по газовому хозяйству металлургического производства,Липецкая область,4,60000,60000
2,Резчик труб и заготовок,Новосибирская область,3,20000,27000
2,Резчик труб и заготовок,Свердловская область,2,30000,45000
2,Резчик труб и заготовок,Нижегородская область,4,29200,72000
2,Резчик труб и заготовок,Челябинская область,19,25000,30000
2,Резчик труб и заготовок,Ленинградская область,2,24180,37965
2,Резчик труб и заготовок,Красноярский край,5,24000,24000
2,Резчик труб и заготовок,Курганская область,1,23000,23000
2,Резчик труб и заготовок,г. Москва,1,40000,60000
2,Резчик труб и заготовок,Волгоградская область,2,55000,82500
2,Резчик труб и заготовок,Амурская область,2,35000,52500
2,Резчик труб и заготовок,Ульяновская область,2,11300,11300
2,Плавильщик ферросплавов,Кемеровская область,2,31042,46563
2,Работник по производству металлических сеток,Калининградская область,2,28000,42000
2,Работник по производству металлических сеток,Новосибирская область,4,14100,27800
2,Работник по производству металлических сеток,Свердловская область,2,20000,34785
2,Работник по производству металлических сеток,Саратовская область,3,20000,30000
2,Работник по производству металлических сеток,Еврейская автономная область,1,30000,45000
2,Работник по производству металлических сеток,Ханты-Мансийский автономный округ - Югра,2,35000,35000
2,Работник по производству металлических сеток,Нижегородская область,2,50000,50000
2,Работник по производству металлических сеток,Воронежская область,3,18000,20000
2,Работник по производству металлических сеток,Вологодская область,18,30000,30000
2,Работник по производству металлических сеток,Республика Татарстан,4,20000,35000
2,Работник по производству металлических сеток,Кемеровская область,4,14664,21996
2,Работник по производству металлических сеток,Владимирская область,1,25000,25000
2,Работник по производству металлических сеток,Хабаровский край,4,25000,42000
2,Работник по производству металлических сеток,Московская область,4,20000,75000
2,Работник по производству металлических сеток,Краснодарский край,2,15000,22500
2,Работник по производству металлических сеток,Приморский край,46,17000,34500
2,Работник по производству металлических сеток,Республика Северная Осетия-Алания,1,14000,14000
2,Работник по производству металлических сеток,Омская область,6,14000,80000
2,Работник по производству металлических сеток,Иркутская область,2,25000,37500
2,Работник по производству металлических сеток,Архангельская область,4,25000,45000
2,Работник по производству металлических сеток,Самарская область,2,40000,50000
2,Работник по производству металлических сеток,Забайкальский край,23,20000,55500
2,Работник по производству металлических сеток,Республика Крым,6,28000,42000
2,Работник по производству металлических сеток,Красноярский край,6,25000,67500
2,Работник по производству металлических сеток,Орловская область,2,20000,20000
2,Работник по производству металлических сеток,г. Москва,14,35000,55000
2,Работник по производству металлических сеток,Волгоградская область,3,20000,30000
2,Работник по производству металлических сеток,Алтайский край,2,15000,15000
2,Работник по производству металлических сеток,Тюменская область,5,22500,22500
2,Работник по производству металлических сеток,Сахалинская область,12,24000,35000
2,Работник по производству металлических сеток,Республика Тыва,1,14000,15000
2,Работник по производству металлических сеток,г. Санкт-Петербург,5,28000,60000
2,Работник по производству металлических сеток,Тульская область,2,25000,37500
2,Работник по производству металлических сеток,Амурская область,34,30000,75000
2,Работник по производству металлических сеток,Мурманская область,2,27000,27000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Новосибирская область,3,14100,22000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Удмуртская Республика,2,13000,13000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Республика Башкортостан,8,20000,23600
2,"Контролер печатной продукции, полуфабрикатов и материалов",Нижегородская область,2,11280,11500
2,"Контролер печатной продукции, полуфабрикатов и материалов",Челябинская область,2,20000,22000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Кемеровская область,2,14664,21996
2,"Контролер печатной продукции, полуфабрикатов и материалов",Московская область,30,14500,51000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Пермский край,7,11280,21109
2,"Контролер печатной продукции, полуфабрикатов и материалов",Приморский край,26,17000,34500
2,"Контролер печатной продукции, полуфабрикатов и материалов",Омская область,2,13320,13320
2,"Контролер печатной продукции, полуфабрикатов и материалов",Иркутская область,9,18000,45000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Самарская область,2,13000,19500
2,"Контролер печатной продукции, полуфабрикатов и материалов",Забайкальский край,1,20000,30000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Республика Крым,2,14500,21750
2,"Контролер печатной продукции, полуфабрикатов и материалов",Красноярский край,8,22000,22000
2,"Контролер печатной продукции, полуфабрикатов и материалов",Волгоградская область,2,12500,14200
2,"Контролер печатной продукции, полуфабрикатов и материалов",Тамбовская область,2,31050,46575
2,"Контролер печатной продукции, полуфабрикатов и материалов",Ярославская область,1,13000,19500
2,"Контролер печатной продукции, полуфабрикатов и материалов",г. Санкт-Петербург,5,23000,39800
2,"Контролер печатной продукции, полуфабрикатов и материалов",Тульская область,2,18800,18800
2,Редактор средств массовой информации,Республика Башкортостан,1,80000,120000
2,Редактор средств массовой информации,Ханты-Мансийский автономный округ - Югра,2,25000,37500
2,Редактор средств массовой информации,Ямало-Ненецкий автономный округ,2,37000,48000
2,Редактор средств массовой информации,Челябинская область,1,35000,52500
2,Редактор средств массовой информации,Приморский край,2,18500,24000
2,Редактор средств массовой информации,Кабардино-Балкарская Республика,8,19020,28530
2,Редактор средств массовой информации,г. Москва,3,11280,75000
2,Редактор средств массовой информации,Тульская область,1,21000,30000
2,Телеграфист,Республика Саха (Якутия),2,28200,42300
2,Телеграфист,Калининградская область,4,11280,18000
2,Телеграфист,Ставропольский край,2,20500,21000
2,Телеграфист,Воронежская область,2,15831,15831
2,Телеграфист,Владимирская область,2,11280,12000
2,Телеграфист,Пермский край,2,21847,21847
2,Телеграфист,Алтайский край,2,12972,15000
2,Телеграфист,Мурманская область,2,15628,23000
2,Специалист по обслуживанию телекоммуникаций,Удмуртская Республика,3,30000,30000
2,Специалист по обслуживанию телекоммуникаций,г. Севастополь,2,11280,16920
2,Специалист по обслуживанию телекоммуникаций,Саратовская область,2,25000,25000
2,Специалист по обслуживанию телекоммуникаций,Калужская область,3,38500,38500
2,Специалист по обслуживанию телекоммуникаций,Брянская область,2,24000,36000
2,Специалист по обслуживанию телекоммуникаций,Московская область,2,60000,90000
2,Специалист по обслуживанию телекоммуникаций,Белгородская область,3,30000,30000
2,Специалист по обслуживанию телекоммуникаций,Забайкальский край,2,24270,24270
2,Специалист по обслуживанию телекоммуникаций,Республика Крым,2,22900,34350
2,Специалист по обслуживанию телекоммуникаций,Волгоградская область,2,16000,18700
2,Специалист по обслуживанию телекоммуникаций,г. Санкт-Петербург,2,42600,63900
2,Специалист по производству продукции телерадиовещательных средств массовой информации,Московская область,2,20000,30000
2,Специалист по производству продукции телерадиовещательных средств массовой информации,г. Москва,1,45000,80000
2,Наладчик полиграфического оборудования,Новосибирская область,2,25000,25000
2,Наладчик полиграфического оборудования,Саратовская область,9,19000,32000
2,Наладчик полиграфического оборудования,Республика Башкортостан,7,15000,25000
2,Наладчик полиграфического оборудования,Ростовская область,6,25000,30000
2,Наладчик полиграфического оборудования,Калужская область,2,25000,30000
2,Наладчик полиграфического оборудования,Воронежская область,4,12000,17000
2,Наладчик полиграфического оборудования,Вологодская область,2,22000,22000
2,Наладчик полиграфического оборудования,Челябинская область,13,15000,40000
2,Наладчик полиграфического оборудования,Кемеровская область,3,20000,30000
2,Наладчик полиграфического оборудования,Смоленская область,1,15000,15000
2,Наладчик полиграфического оборудования,Владимирская область,10,17000,45000
2,Наладчик полиграфического оборудования,Костромская область,1,16500,24750
2,Наладчик полиграфического оборудования,Новгородская область,1,31000,39000
2,Наладчик полиграфического оборудования,Московская область,12,17000,90000
2,Наладчик полиграфического оборудования,Белгородская область,4,20500,45000
2,Наладчик полиграфического оборудования,Тверская область,11,15000,25000
2,Наладчик полиграфического оборудования,Пермский край,9,15000,35000
2,Наладчик полиграфического оборудования,Краснодарский край,2,21824,21824
2,Наладчик полиграфического оборудования,Приморский край,12,20000,37500
2,Наладчик полиграфического оборудования,Самарская область,6,12800,70000
2,Наладчик полиграфического оборудования,Красноярский край,4,25500,29500
